id;what;who;Gender;Category;Activity;Context;Birthday, place;sterbedatum_und_sterbeort;Zipcode;Street;Housenr;Location;District;made;art
214;;"Philipp Jacob Spener; Probst und Konsistorialrat";m;Religion and Philosophy;Administration;;13.01.1635, Rapportsweiler, Elsass;05.02.1705, Berlin;10178;Nikolaikirchplatz;;Außenwand des Chores der Nikolaikirche;Mitte;1835;Eisengusstafel
215;;"Hans Albers; Schauspieler und Sänger";m;Culture;Acting;;22.09.1891, Hamburg;24.07.1960. Starnberg;10785;Schöneberger Ufer;61;Links vom Eingang;Tiergarten;;Bronzetafel
727;;"Friedrich Ebert; Politiker (SPD), 1. Reichspräsident der Weimarer Republik";m;History;Politics;Weimar;04.02.1871, Heidelberg;28.02.1925, Berlin;13351;Afrikanische Straße;153;Afrikanische Straße Ecke Swakopmunder Straße, Grünanlage etwas zugewachsen;Wedding;;Steininschrift, schwarz
729;;"Gustav Dietrich; Mitbegründer Arbeiter Samariter Bund";m;History;Politics;worker's rights;02.10.1851;19.02.1940;13353;Seestraße;121;ASB Vorraum rechts an der Wand;Wedding;1989;Bronzetafel
730;;"Hans-Jürgen-Hamann-Haus; Vorsitzender Aufsichtsrat Schering AG";m;Business;Chairman;;26.11.1914;12.07.2000;13353;Müllerstraße;174;Ãœber dem Eingang;Wedding;;Bronzetafel
731;;"Hermann Gilka; Paul Gerhard Stift";m;History;Civil Society Organisation;elderly care;1843;1898;13349;Müllerstraße;56 bis 58;Linke Wand in der Einfahrt;Wedding;1902;Bronzetafel
732;;"Hugo Thiel; Wirklicher Geheimer Rat, Wissenschaftler";m;Science and Research;Science;;02.06.1839, Bonn;13.01.1918, Berlin;13353;Seestraße;13;Eingangshalle Institut für Gärungstechnik;Wedding;;Messingtafel am Büstensockel
222;;"Dietrich Bonhoeffer; evangelischer Theologe, NS-Widerstandskämpfer";m;Religion and Philosophy;Theologist;NS resistance;04.02.1906, Breslau;09.04.1945, Flossenbürg, Bayern;10785;Matthäikirchplatz;1;St. Matthäus-Kirche, links vom mittleren Portal;Tiergarten;;Bronzetafel
223;;"James Henry Simon; Unternehmer und Förderer der Museen";m;Business;Entrepreneur;Art;17.09.1851, Berlin;23.05.1932, Berlin;10785;Tiergartenstraße;15;Früher 15a, links vom Eingang, Landesvertretung Baden-Württemberg;Tiergarten;;Granitwand mit schwarze Inschrift und Medaillon
224;;"August Eduard Grell; Komponist und Organist";m;Culture;Composing;;06.11.1800, Berlin;10.08.1886, Steglitz;10178;Poststraße;12;Links vom Eingang;Mitte;06.11.1900;Schwarzer Syenit
736;;"Louise Schroeder; Oberbürgermeisterin und Ehrenbürgerin von Berlin";f;History;Politics;;02.04.1887, Altona;04.06.1957, Berlin;13359;Louise-Schroeder-Platz;1;Rechts vom Eingang der Sporthalle;Wedding;;Bronzetafel
225;;"Paul Gerhardt; evangelischer Theologe, Kirchenlieddichter";m;Religion and Philosophy;Theologist;protestant;12.03.1607, Gräfenhainichen;27.05.1676, Lübben;10178;Nikolaikirchplatz;;An der Nikolaikirche, links neben dem Eingang;Mitte;10.03.1957;Bronzetafel
737;;"Max Delbrück, Dr.Dr.Ing.eh.; Geheimrat und Chemiker";m;Science and Research;Chemistry;;16.06.1850, Bergen auf Rügen;04.05.1919, Berlin;13353;Seestraße;13;Eingangshalle im Institut für Gärungstechnik;Wedding;;Messingtafel am Büstensockel
226;;"Johann Crüger; Kantor und Komponist";m;Culture;Composing;;09.04.1598, Großbreesen bei Guben;23.02.1662, Berlin;10178;Nikolaikirchplatz;;An der Nikolaikirche, links neben dem Eingang;Mitte;Feb 62;Eisengusstafel
229;;"Friedrich Daniel Ernst Schleiermacher; evangelischer Theologe, Philosoph";m;Religion and Philosophy;Theologist;protestant;21.11.1768, Breslau;12.02.1834, Berlin;10117;Taubenstraße 3;;Taubenstraße Ecke Glinkastraße, Hausfront in der Taubenstraße;Mitte;1988;Steintafel mit vergoldeter Inschrift und Medaillon
485;;"Model Riess (auch Mordechai Model); Käufer des jüdischen Friedhofs";m;History;Entrepreneur;Jewish;unbekannt;vermutlich 01.09.1675;10115;Große Hamburger Straße;26;An der Friedhofsmauer rechts;Mitte;12.09.1948;Steintafel
748;;"Walther Rathenau; Publizist, Unternehmer, Politiker, Reichsaußenminister";m;History;Politics;Weimar;29.09.1867, Berlin;24.06.1922, Berlin;13353;Müllerstraße;146 bis 147;Eingangshalle Rathaus Wedding, Altbau;Wedding;;Bronzetafel
240;;"Robert Koch; Mediziner und Mikrobiologe";m;Science and Research;Medicine;;11.12.1843, Clausthal;27.05.1910, Baden-Baden;10117;Dorotheenstraße;96;Rechts vom Eingang;Mitte;24.03.1982;Bronzetafel
241;;"Emit Du Bois-Reymond; Physiologe";m;Science and Research;Medicine;;07.11.1818, Berlin;26.12.1896, Berlin;10117;Dorotheenstraße;94 bis 96;Links vom Eingang;Mitte;13.12.1996;Bronzetafel
500;;"Magnus Hirschfeld; Arzt, Sexualforscher, Mitbegründer der ersten Homosexuellen-Bewegung";m;Science and Research;Medicine;LGBTQ;14.05.1868, Kolberg;14.05.1935, Nizza;10557;Bettina-von-Arnim-Ufer;;Am Rand des Uferweges, westlich vom Haus der Kulturen der Welt;Hansaviertel;06.07.1994;Stahltafel auf der Stele
502;;"Menachem Mendel Schneerson; Rebbe der Chabad-Bewegung";m;Religion and Philosophy;Rabbi;Jewish;18.04.1902, Nikolajew, Ukraine;12.06.1994, New York;10555;Hansa-Ufer;7;Am Bürgersteig, Rand der Grünanlage;Moabit;18.11.2001;Metallstele mit Acrylglasabdeckung
506;;"Ilse Goldschmidt, geb. Schindler; NS-Verfolgte";f;History;Civilian;NS persecuted;25.06.1892, Berlin;11.10.1944, Auschwitz;10115;Koppenplatz;6;Hof rechts an der Wand, 2 Tafeln;Mitte;Jan 01;2 Acrylglastafeln
252;;"Philipp Spitta; Bachbiographio";m;Culture;Writing;;27.12.1841, Wechold, Hannover;13.04.1884, Berlin;10787;Burggrafenstraße;6;Am DIN-Gebäude, links vor Einfahrt;Tiergarten;;Bronzetafel und Portraitmedaillon
188;Aktion T4 und der Holocaust;"Christian Wirth; Polizeibeamter, SS-Sturmbannführer, KZ-Kommandant";m;History;Military and Police;NS criminal;;;10785;Tiergartenstraße;1;BVG Wartehaus vor der Philharmonie und visavis Herbert-von-Karajan-Straße;Tiergarten;;Acrylglas-Infotafel
662;Dem Unbekannten Opfer der Schandmauer 04.09.1962;;several;History;Civilian;GDR victim;;;10115;Bernauer Straße;119;Bernauer Straße Ecke Gartenstraße;Mitte;;Stein-Bodenplatte
69;Die Pappel am Karlsplatz;"Bertolt Brecht; Dramatiker und Lyriker";m;Culture;Writing;;;;10117;Karlplatz;;Hinter dem Virchowdenkmal;Mitte;31.05.2002;Stahltafel
44;Feuerland (1804-1846);;no person;Building;Industrial;;;;10115;Chausseestraße;;Chausseestraße Ecke Tieckstraße, am Straßenrand;Mitte;07.05.1999;Infokasten
82;"Judenreferat der Staatspolizeileitstelle Berlin der GESTAPO; Schutzhaftgefängnis";;no person;Building;Military and Police;NS Crimes;;;10178;Burgstraße;28;Zwischen dem 1. und 2. Fenster links vom Eingang;Mitte;10.09.2003;Edelstahltafel
409;Neue Wache;;no person;History;Civilian;Political Violence Victim;;;10117;Unter den Linden;4;In der Vorhalle links;Mitte;12.11.1993;Bronzetafel
526;"Neue Wache; Gedenken der Opfer von Krieg und Gewaltherrschaft";;several;History;Civilian;Political Violence Victim;;;10117;Unter den Linden;4;In der Vorhalle rechts;Mitte;12.11.1993;Bronzetafel
116;Rote Häuser;"Hugo Heimann; Verleger, Mänzen und sozialdemokratischer Kommunalpolitiker";m;History;Politics;Housing;15.04.1859, Konitz, Preußen;23.02.1950, New York;13359;Prinzenallee 4;46 a;Links vom Eingang;Gesundbrunnen;03.11.1988;KPM - Berliner Gedenktafel
221;Züge in das Leben, Züge in den Tod, 1938-1945;Lisa Schaefer und weitere Sponsoren;no person;History;Civilian;NS victim;;;10117;Georgenstraße;;Am Bahnhofseingang, Skulptur;Mitte;;Bronzetafel am Skulptursockel
184;"10. Mai 1933; Denkmal Die Bücherverbrennung vom 10. Mai 1933";;no person;Culture;Writing;NS persecuted;;;10117;Bebelplatz;2;Früher Opernplatz, zwei Tafeln im Pflaster;Mitte;20.03.1995;Bronze-Bodentafeln
555;"10. September 1989; Grenzöffnung in Ungarn";;no person;History;Civilian;Wall opening;;;10557;Platz der Republik;;Am Reichstagsgebäude, Nordostecke;Tiergarten;10.09.1991;Metalltafel
75;100 Jahre Berliner U-Bahn;"Paul Wittig; Vorsitzender der Direktion der ersten Elektrischen Hoch- und Untergrundbahn";m;Business;Chairman;;07.03.1853, Fraustadt, Schlesien;12.03.1943, Berlin;10178;U - Bahnhof Alexanderplatz;;Zwischenebene der Linien U 2/5;Mitte;21.12.2002;Bronzetafel
634;100 Jahre Berliner U-Bahn;"Gustav Kemmann; Geheimer Baurat, Dr.-Ing.";m;History;Politics;;10.06.1858;09.02.1931;10178;U - Bahnhof Alexanderplatz;;Zwischenebene der Linien U 2/5;Mitte;21.12.2002;Bronzetafel
25;100 Jahre Deutscher Leichtathletik Verband - Gründung;;no person;History;Civil Society Organisation;Sport;;;10117;Friedrichstraße;71;Treppe 8 am Mittelpfeiler;Mitte;31.01.1998;Bronzetafel
1;"17. Juni 1953; Arbeiteraufstand";;no person;History;Civilian;GDR victim;;;10117;"Platz des Volksaufstands vom 17. Juni 1953
Leipziger Str. 7 Ecke Wilhelmstr.";1;Leipziger Straße / Wilhelmstraße;Mitte;17.06.1993;4 Metallstelen
28;"18. März 1848; Märzrevolution";Levin Weiß;m;History;Politics;March revolution;;;10178;Rathausstraße;25;Rechts vom Eingang;Mitte;15.03.1998;Eisengusstafel
29;"18. März 1848; Märzrevolution";;no person;History;Civilian;March revolution;;;10117;Oberwallstraße;4;Französische Straße;Mitte;14.03.1998;Eisengusstafel
30;"18. März 1848; Märzrevolution";;no person;History;Civilian;March revolution;;;10117;Friedrichstraße;62;Friedrichstraße Ecke Kronenstraße, am Eckpfeiler;Mitte;14.03.1998;Eisengusstafel
31;"18. März 1848; Märzrevolution";Student von Bojanowsky;m;History;Civilian;March revolution;;;10117;Friedrichstraße;;Friedrichstraße Ecke Oranienburger Straße, über einer Tür;Mitte;14.03.1998;Eisengusstafel
32;"18. März 1848; Märzrevolution";;no person;History;Civilian;March revolution;;;10117;Jägerstraße;33;Jägerstraße Ecke Oberwallstraße, am Eckpfeiler;Mitte;14.03.1998;Eisengusstafel
35;"18. März 1848; Märzrevolution";Herrmann von Holzendorff;m;History;Civilian;March revolution;;;10179;Roßstraßenbrücke;;In der Mitte der  Brüstung;Mitte;14.03.1998;Eisengusstafel
36;"18. März 1848; Märzrevolution";;no person;History;Civilian;March revolution;;;10117;Friedrichstraße;180;Friedrichstraße Ecke Taubenstraße, am Eckpfeiler;Mitte;20.06.1998;Eisengusstafel
37;"18. März 1848; Märzrevolution";"Rudolf Virchow; Arzt, Archäologe und Politiker";m;Science and Research;Medicine;;;;10117;Marschallbrücke;;Marschallbrücke Ecke Reichstagsufer, am südwestlichen Pfeiler;Mitte;Dez 98;Eisengusstafel
42;"18. März 1848; Märzrevolution";"Ernst Zinna; Schlosserlehrling, Barrikadenkämpfer";m;History;Civilian;March revolution;08.09.1830, Berlin;19.03.1848, Berlin;10117;Jägerstraße;63 d;Links vom Eingang;Mitte;13.03.1999;Metalltafel grün
43;"18. März 1848; Märzrevolution";August Brass, Landwehrmann, Friedrich Ludwig Urban, Tierarzt;m;History;Civilian;March revolution;;;10178;Alexanderplatz;3;Bodengedenktafel vor Eingang Saturn;Mitte;05.05.1999;Eisenguss-Bodentafel
59;"18. März 1848; Märzrevolution; Geschichte des Platz des 18. März";;no person;History;Civilian;March revolution;;;10117;Platz des 18. März;;Früher Platz vor dem Brandenburger Tor, rechts vorm Tor;Mitte;22.12.2000;Infokasten
674;"Abwasserpumpwerk Tiergarten Alt-Moabit; erbaut 1983-1987";;no person;Building;Infrastructure;;;;10559;Alt-Moabit;70;Zwischen altem und neuem Pumpwerk je 1 Tafel;Moabit;;Metalltafel
633;Ahawas Scholaum und Mogen David Synagoge;;no person;Building;Synagogue;;;;10119;Kleine Auguststraße;10;Tischtafel links in Grünanlage;Mitte;Mrz 06;Metalltafel mit schwarzer Inschrift
607;Alte Berliner Garnisonskirche;;no person;Building;Church;;;;10178;Garnisionskirchplatz;;An der Grünfläche;Mitte;;3 Kunststoff-Infotafeln
53;Alte Synagoge Heidereutergasse;;no person;Building;Synagogue;destroyed;;;10178;Heidereutergasse;;Am Rande der kleinen Grünanlage;Mitte;14.09.2000;Infokasten
484;Ältester jüdischer Friedhof in Berlin;;no person;Building;Cementary;jewish;;;10115;Große Hamburger Straße;26;An der Friedhofsmauer rechts;Mitte;12.09.1948;Marmortafel
605;Anti-Kriegsmuseum;"Ernst Friedrich; anarchistischer Pazifist, 1. Antikriegsmuseum";m;History;Civilian;Pacificm;25.02.1894, Breslau;02.05.1967, Le Perreux-sur-Marne;10179;Parochialstraße;1 bis 3;In der Mitte der Straßenfront;Mitte;2002;Eisengusstafel
759;Architekten des Beisheim-Center;Heinz Hilmer, Christoph Sattler, Thomas Albrecht, Peter Selling;mmmm;Culture;Architecture;;;;10119;Auguste-Hauschner-Straße;1;An der Fassade neben Treppenhaus 3;Mitte;2003;Bronze-Infotafel
343;Atomreaktorunfall von Tschernobyl am 26.04.1986;;no person;History;Disaster;Tschernobyl;;;10179;Klosterstraße;73;Auf der Grünfläche rechts neben der Klosterkirche;Mitte;04.03.1990/26.04.1996;Messingtafel auf Stein
394;Ausrufung der Republik 09.11.1918;"Karl Liebknecht; Rechtsanwalt, Politiker, Mitbegründer Spartakusbund und KPD";m;History;Communism;November Revolution;13.08.1871, Leipzig;15.01.1919, Berlin;10178;Schloßplatz;7;In der Hauswand Ecke Breitestraße;Mitte;08.11.1988;Bronzetafel
307;"Badeanstalt; Berliner Verein für Volksbäder";;no person;Building;Swimming Hall;;;;10115;Gartenstraße;5;Windfang rechts an der Wand;Mitte;;Marmortafel mit vergoldeter Inschrift
157;Bankhaus Mendelssohn & Co.;"Joseph und Abraham Mendelssohn; Bankiers";mm;Business;Bankiers;;;;10117;Jägerstraße;51;An der Hausfront;Mitte;24.11.1997;Bronzetafel
233;Bau und Erbauer der U-Bahn;;no person;Building;Infrastructure;;;;10179;U - Bahnhof Klosterstraße;;Ausgang Strahlauer Straße;Mitte;Jul 13;Eisengusstafel
194;"Bauakademie; Karl Friedrich Schinkel";"Karl Friedrich Schinkel; Architekt und preussischer Baumeister";m;Culture;Architecture;Prussian;13.03.1781, Neuruppin;09.10.1841, Berlin;10117;Schinkelplatz;;Früher Unterwasserstraße 2, am Musterpfeiler;Mitte;;Emaille-Infotafel
676;"Baum des Jahres; Rette den Wald";;no person;Nature;Tree;;;;10559;Alt-Moabit;86 b;ggü. Alt-Moabit Ecke Stromstraße, im Kleinen Tiergarten, Richtung Kirche;Moabit;;Findling mit Gravur
757;"Baumpflanzung; Ernst Reuter";"Ernst Reuter; Politiker, Kommunalwissenschaftler, Regierender Bürgermeister";m;History;Politics;;29.07.1884, Apenrade;25.09.1953, Berlin;10557;Großer Stern;;Hofjägerallee, östliche Seite, Rand Gehweg;Tiergarten;29.07.1954;Stein-Bodentafel
758;"Baumspende der Stadt Bremen; Bremer Weg";;no person;Nature;Tree;;;;10557;Straße des 17. Juni;;Eingang S-Bahnhof Tiergarten, Bremer Weg;Tiergarten;1950;Steinstele
648;Benennung Hanne Sobek Sportanlage;"Hanne Sobek; Fußballspieler und -trainer";m;History;Civil Society Organisation;Sport;18.03.1900, Mirow;17.02.1989, Berlin;13359;Osloer Straße;42;Rechte Wand neben dem Eingang;Gesundbrunnen;1989;Metalltafel
589;"Berlin-Brandenburgische Akademie der Wissenschaften; Domestikenhaus";;no person;Science and Research;Research;;;;10117;Jägerstraße;;Jägerstraße Ecke Markgrafenstraße, an der Hausecke zum Gendarmenmarkt;Mitte;;Acrylglas-Infotafel
313;Berlin-Zitat von Adolf Glasbrenner;"Adolf Glasbrenner; Humorist und Satiriker";m;Culture;Writing;;27.03.1810, Berlin;25.09.1876, Berlin;10117;Gendarmenmarkt;;Rechts neben der Freitreppe im Pflaster;Mitte;;Stein-Bodentafel
314;Berlin-Zitat von Albert Lortzing;"Albert Lortzing; Tonkünstler, Komponist und Kapellmeister, Zitat 1850";m;Culture;Composing;;23.10.1803, Berlin;21.01.1851, Berlin;10117;Gendarmenmarkt;;Rechts neben der Freitreppe im Pflaster;Mitte;;Stein-Bodentafel
311;Berlin-Zitat von Friedrich von Schiller;"Friedrich von Schiller; Dichter";m;Culture;Writing;;10.11.1759, Marbach;09.05.1805, Weimar;10117;Gendarmenmarkt;;Links neben der Freitreppe im Pflaster;Mitte;;Stein-Bodentafel
312;Berlin-Zitat von Georg Foster;"Georg Foster; Weltumsegler, Naturforscher, Essayist, Reiseschriftsteller und Demokrat";m;Science and Research;Science;;27.11.1754, Nassenhuben bei Danzig;10.01.1794, Paris;10117;Gendarmenmarkt;;Rechts neben der Freitreppe im Pflaster;Mitte;;Stein-Bodentafel
315;Berlin-Zitat von Georg W. F. Hegel;"Georg Wilhelm Friedrich Hegel; Philosoph";m;Religion and Philosophy;Philosopher;;27.08.1770, Stuttgart;14.11.1831, Berlin;10117;Gendarmenmarkt;;Rechts neben der Freitreppe im Pflaster;Mitte;;Stein-Bodentafel
309;Berlin-Zitat von Ludwig van Beethoven;"Ludwig van Beethoven; Komponist";m;Culture;Composing;;getauft 17.12.1770, Bonn;26.03.1827, Wien;10117;Gendarmenmarkt;;Links neben der Freitreppe im Pflaster;Mitte;;Stein-Bodentafel
310;Berlin-Zitat von Otto Nagel;"Otto Nagel; Maler, Präsident der Akademie der Künste der DDR";m;Culture;painting;GDR personality;27.09.1894, Berlin;12.07.1967, Berlin;10117;Gendarmenmarkt;;Links neben der Freitreppe im Pflaster;Mitte;;Stein-Bodentafel
45;Berliner Aquarium;"Alfred Edmund Brehm; Zoologe und Schriftsteller";m;Science and Research;Zoology;;02.02.1829, Unterrenthendorf;11.11.1884, Unterrenthendorf;10117;Unter den Linden;62 bis 68;Rechts vom Eingang;Mitte;08.05.1999;Bronzetafel
103;"Berliner Asyl; Verein für Obdachlose, Wiesenburg";;no person;History;Civil Society Organisation;Housing;;;13357;Wiesenstraße;55;Hinten auf dem Grundstück links am Haus;Gesundbrunnen;16 06.1989;KPM - Berliner Gedenktafel
164;"Berliner Erinnerungen; Fleischermeister der Ältesten koscheren Fleischerei";"Selmar Kaufmann; Fleischermeister";m;History;Civilian;NS persecuted;unbekannt;unbekannt;10119;Gipsstraße;11;Links vom Eingang;Mitte;;Messingtafel mit schwarzer Inschrift
461;Berliner Mauer;markiert den Verlauf der äußeren Mauer zu West-Berlin;no person;History;Politics;Wall;;;;57 Standorte;;Fahrbahn oder Gehweg;Mitte;;Bronzeband
761;Berliner Psychoanalytisches Institut;Karl Abraham, Ernst Simmel, Max Eitingon;mmm;Science and Research;Psychology and Analysis;;;;10785;Potsdamer Straße;74;Ganz links vom Eingang vor letztem Fenster;Tiergarten;24.09.2008;Acrylglastafel
209;Berliner Rathaus;"Herrmann Waesemann; Architekt, Erbauer des Rathauses";m;Culture;Architecture;;06.06.1813, Danzig;28.01.1879, Berlin;10178;Rathausstraße;15;Links vom Haupteingang;Mitte;1993;Acrylglas-Infotafel
9;Berliner Scheunenviertel (1672-1933);;no person;Building;Residential;;;;10178;Rosa-Luxemburg-Platz;1;Links neben der Volksbühne;Mitte;01.09.1995;Infokasten
487;Berliner Stadtmauer;;no person;History;Politics;Wall;;;10179;Littenstraße;;Gegenüber Nr. 12, auf Grünstreifen;Mitte;;Bronze-Infotafel
196;Besuch des amerikanischen Bürgerrechtlers Dr. Martin Luther King am 13.09.1964;"Martin Luther King, Dr.; Baptistenpastor und amerikanischer Bürgerrechtler";m;History;Politics;US American;15.01.1929, Atlanta;04.04.1968, Memphis, Tennessee;10117;Albrechtstraße;8;Rechts an der Hausecke zur Marienstraße;Mitte;;Acrylglastafel
763;"Besuch des französischen Staatspräsidenten; 750 Jahre Berlin";;no person;History;Politics;French;;;10785;Derfflingerstraße;7;Französisches Gymnasium;Tiergarten;1987;
769;Botschaft des Königreichs Norwegen;;no person;Building;Embassy;Norwegian;;;10787;Rauchstraße;11;Rechter Pfosten Gartentor;Tiergarten;;Emaille-Infotafel
58;Brandenburger Tor (1789-1989);;no person;Building;Monument;;;;10117;Platz des 18. März;;Früher Platz vor dem Brandenburger Tor, links vorm Tor;Mitte;22.12.2000;Infokasten
643;Bunkeranlage Volkspark Humboldthain;;no person;Building;Bunker;War;;;13357;Humboldthain;;Humboldthöhe, Wand zwischen den Freitreppen des Plateaus;Gesundbrunnen;Feb 90;Bronze-Infotafel
773;Canisius-Kolleg;;no person;Building;School;christian;;;10785;Tiergartenstraße;30 bis 31;Am Rande der Straße;Tiergarten;;Edelstahlstele
396;Delitzsch-Denkmal;"Herman Schulze-Delitzsch; Sozialreformer, Jurist und Politiker, Gründer der Genossenschaftsbewegung";m;History;Politics;Housing;29.08.1808, Delitzsch;29.04.1883, Potsdam;10179;Schulze-Delitzsch-Platz;;Am Denkmalsockel;Mitte;06.05.1992;Bronzetafel
776;Den Opfern von Intoleranz, Terror und Krieg;;several;History;Politics;Political Violence Victim;;;10785;Derfflingerstraße;7;Französisches Gymnasium, Eingangsbereich links hinter der Pförtnerloge;Tiergarten;1986;Bronzetafel
537;Den unbekannten Opfern an der Berliner Mauer;;several;History;Civilian;GDR victim;;;10557;Spreeplatz vor dem Paul-Löbe-Haus;;Platzseite;Tiergarten;17.06.2003;Mauerkreuz
746;Den Verfolgten 1933-1945;;several;History;Civilian;NS persecuted;;;13353;Augustenburger Platz;1;Campus Rudolf Virchow, Mittelallee ganz am Ende;Wedding;;Bronzetafel am Skulptursockel
680;Denkmal Judenverfolgung und Deportationen;;no person;History;Civilian;NS persecuted;;;10555;Levetzowstraße;7 bis 8;An der Mauer Ecke Jagowstraße;Moabit;1987;Bronzetafel
618;Denkmalsockel Karl Liebknecht;"Karl Liebknecht; Rechtsanwalt, Politiker, Mitbegründer Spartakusbund und KPD";m;History;Communism;November Revolution;13.08.1871, Leipzig;15.01.1919, Berlin;10785;Potsdamer Platz;10;Denkmal nicht vollendet, Grundstein 1995 entfernt, 2002 erneut aufgestellt;Tiergarten;2002;Grundstein eines Denkmals mit roter Inschrift
515;Deportationsmahnmal Putlitzstr;;no person;History;Civilian;NS persecuted;;;10551;Putlitzbrücke;;Neben dem Denkmal am Geländer;Moabit;Mrz 93;Edelstahltafel
778;"Deutsch-Französicher Freundschaftsvertrag (Elyssee-Vertrag); 22.01.1963 Paris";;no person;History;Politics;French;;;10785;Klingelhöferstraße;;Klingelhöferstraße Ecke Tiergartenstraße, am Gehweg;Tiergarten;23.01.2003;Bronzetafel auf Beton
598;Dorotheenstadt;;no person;Building;Residential;;;;10117;Dorotheenstraße;;Dorotheenstraße Ecke Am Kupfergraben, am Straßenrand;Mitte;;Infokasten
377;Ein Meter;;no person;;;;;;10178;Rathausstraße;15;Rechts vom Tor Spandauer Straße neben der Treppe;Mitte;;Metalltafel
288;Eiserne Brücke;;no person;Building;Bridge;;;;10178;Bodestraße;3;Spreekanal, Brüstung der Brücke;Mitte;1916;Schwarze Inschrift in Stein - Infotext
780;"Elizabeth II.; Besuch in Berlin am 27.05.1987";;f;History;Politics;British;;;10787;Olof-Palme-Platz;;Brüstung Pflanzenbeet zur Budapester Straße;Tiergarten;1987;Bronzetafel
498;Enteignung jüdischer Bürger durch die Vermögensverwertungsstelle;;no person;History;Civilian;NS victim;;;10557;Elisabeth-Abegg-Straße;1;"Vormals Alt-Moabit 143-145; jetzt am Straßenrand rechts neben Feuerwache";Moabit;Jun 01;KPM - Berliner Gedenktafel
364;Ephraim-Palais;;no person;Building;Monument;;;;10178;Poststraße;16;Rechts der Treppe vor dem Haus;Mitte;19.05.1987;Bronzetafel
673;Erinnerung an das Gotteshaus des Synagogenvereins Moabit und Hansabezirk;;no person;Building;Synagogue;NS victim;;;10555;Lessingstraße;6;Im Vorgarten Ecke Flensburger Straße;Hansaviertel;;Bronzetafel
8;Erinnerung an geheimes Treffen von Vertretern der SPD und KPD am 22.06.1944;Julius Leber, Adolf Reichwein, Franz Jacob, Anton Saefkow, Ferdinand Thomas;mmmmm;History;Communism;NS persecuted;;;10179;Köpenicker Straße;76;Köpenicker Straße Ecke Brückenstraße, an der Brandmauer, rechts vom U-Bahneingang;Mitte;19.07.1995;Eisengusstafel
246;Erinnerung an Ständige Vertretung der Bundesrepublik bei der DDR (1974-1990);;no person;Building;Embassy;GDR;;;10115;Hannoversche Straße;30;Am Haus zwischen 2 Fenstern;Mitte;Jun 11;Messingtafel mit schwarzer Inschrift
522;Ermordete Widerstandskämpfer des 20. Juli 1944;;no person;History;Politics;NS victim;;;10785;Stauffenbergstraße;13 bis 14;Im Hof links an der Wand;Tiergarten;15.11.2001;Bronzetafel
257;Ermordung der kommunistischen Politiker Rosa Luxemburg und Karl Liebknecht;"Rosa Luxemburg, Karl Liebknecht; Politikerin, Rechtsanwalt und Politiker";mf;History;Communism;November Revolution;"05.03.1871, Zamosc, Polen; 13.08.1871, Leipzig";"15.01.1919, Berlin; 15.01.1919, Berlin";10787;Katharina-Heinroth-Ufer;;Unterhalb der Liechtensteinbrücke links an der Wand;Tiergarten;1987;Bronzetafel
528;Errichtung Gedenkstätte Berliner Mauer;;no person;History;Politics;Wall;;;10115;Bernauer Straße;2;Bernauer Straße Ecke Ackerstraße, vor dem Eingang zur Gedenkstätte;Mitte;;Inschrift in der Metallwand
384;Errichtung gemeinnützige Augen-Heilanstalt;"Julius Hirschberg; Augenarzt, Hochschullehrer und Medizinhistoriker, Hirschberg-Test";m;History;Doctor;;18.09.1843, Potsdam;17.02.1925, Berlin;10117;Reinhardtstraße;34;Zwischen dem 1. und 2. Fenster links vom Eingang;Mitte;25.09.1999;Bronzetafel
7;Erste Berliner Volksbadeanstalt (1880);"James Henry Simon; Unternehmer und Förderer der Museen";m;Business;Entrepreneur;Art;17.09.1851, Berlin;23.05.1932, Berlin;10115;Gartenstraße;5;Stadtbad, rechts vom Eingang;Mitte;08.06.1995;KPM - Berliner Gedenktafel
65;Erste Blindenschule Preussens (gegr. 13.10.1806);"Johann August Zeune; Pädagoge, Geograph und Germanist";m;Building;School;disabilities;12.05.1778, Wittenberg;14.11.1853, Berlin;10119;Gipsstraße;11;Links vom Eingang;Mitte;13.10.2001;Bronzetafel
217;Erste Homosexuelle Emanzipationsbewegung;Magnus Hirschfeld, Dr., Karl Heinrich Ulrichs, Anita Augspurg;mmf;History;Civilian;LGBTQ;;;10557;Magnus-Hirschfeld-Ufer;;Uferpromenade;Moabit;02.09.2011;2 Metall-Infostelen
373;Erste Sitzung der Stadtverordneten-Versammlung am 06.01.1870;;no person;History;Politics;;;;10178;Rathausstraße;15;Eingang Jüdenstraße, im Innenhof unterhalb der 1. Etage;Mitte;06.01.1870;Bronzetafel
374;Erste Sitzung des Deutschen Reichstages am 17.04.1871;;no person;History;Politics;;;;10178;Rathausstraße;15;Eingang Jüdenstraße, im Innenhof unterhalb der 1. Etage;Mitte;17.04.1871;Bronzetafel
372;Erste Sitzung des Magistrats am 30.06.1865;;no person;History;Politics;;;;10178;Rathausstraße;15;Eingang Jüdenstraße, im Innenhof unterhalb der 1. Etage;Mitte;30.06.1865;Bronzetafel
203;"Erstes Altenheim der Jüdischen Gemeinde zu Berlin; ab 1942 Gestapo-Sammellager für Juden";;no person;History;Politics;NS victim;;;10115;Große Hamburger Straße;26;Mit Magen David (Davidstern) am Mauersockel;Mitte;;Bronzetafel
