id;was;wer;geburtsdatum_und_geburtsort;sterbedatum_und_sterbeort;postleitzahl;strasse;hausnummer;standort;ortsteil;erstellt;art;foto_1;foto_2;foto_3;foto_4;tafeltext
59;"18. März 1848; Märzrevolution; Geschichte des Platz des 18. März";;;;10117;Platz des 18. März;;Früher Platz vor dem Brandenburger Tor, rechts vorm Tor;Mitte;22.12.2000;Infokasten;/ba-mitte/_assets/gedenktafeln/id-59_platz-des-18-maerz_1.jpg;/ba-mitte/_assets/gedenktafeln/id-59_platz-des-18-maerz_2.jpg;;;
674;"Abwasserpumpwerk Tiergarten Alt-Moabit; erbaut 1983-1987";;;;10559;Alt-Moabit;70;Zwischen altem und neuem Pumpwerk je 1 Tafel;Moabit;;Metalltafel;/ba-mitte/_assets/gedenktafeln/id-674_abwasserpumpwerk.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-674_abwasserpumpwerk.pdf
633;Ahawas Scholaum und Mogen David Synagoge;;;;10119;Kleine Auguststraße;10;Tischtafel links in Grünanlage;Mitte;Mrz 06;Metalltafel mit schwarzer Inschrift;/ba-mitte/_assets/gedenktafeln/id-633_ahawas-synagoge.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-633_synagoge-auguststrasse.pdf
607;Alte Berliner Garnisonskirche;;;;10178;Garnisionskirchplatz;;An der Grünfläche;Mitte;;3 Kunststoff-Infotafeln;;;;;
53;Alte Synagoge Heidereutergasse;;;;10178;Heidereutergasse;;Am Rande der kleinen Grünanlage;Mitte;14.09.2000;Infokasten;/ba-mitte/_assets/gedenktafeln/id-53_alte-synagoge.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-53_alte-synagoge.pdf
484;Ältester jüdischer Friedhof in Berlin;;;;10115;Große Hamburger Straße;26;An der Friedhofsmauer rechts;Mitte;12.09.1948;Marmortafel;/ba-mitte/_assets/gedenktafeln/id-484_jued-friedh.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-484_jued-friedhof.pdf
605;Anti-Kriegsmuseum;"Ernst Friedrich; anarchistischer Pazifist; 1. Antikriegsmuseum";25.02.1894, Breslau;02.05.1967, Le Perreux-sur-Marne;10179;Parochialstraße;1 bis 3;In der Mitte der Straßenfront;Mitte;2002;Eisengusstafel;/ba-mitte/_assets/gedenktafeln/id-605-friedrich-ernst.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-605_friedrich-ernst.pdf
759;Architekten des Beisheim-Center;"Heinz Hilmer; Christoph Sattler; Thomas Albrecht; Peter Selling";;;10119;Auguste-Hauschner-Straße;1;An der Fassade neben Treppenhaus 3;Mitte;2003;Bronze-Infotafel;;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-759_beisheimcenter.pdf
343;Atomreaktorunfall von Tschernobyl am 26.04.1986;;;;10179;Klosterstraße;73;Auf der Grünfläche rechts neben der Klosterkirche;Mitte;04.03.1990/26.04.1996;Messingtafel auf Stein;/ba-mitte/_assets/gedenktafeln/id-343_reaktorunfall-tschernobyl.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-343_reaktorunfall-tschernobyl.pdf
394;Ausrufung der Republik 09.11.1918;"Karl Liebknecht; Rechtsanwalt; Politiker; Mitbegründer Spartakusbund und KPD";13.08.1871, Leipzig;15.01.1919, Berlin;10178;Schloßplatz;7;In der Hauswand Ecke Breitestraße;Mitte;08.11.1988;Bronzetafel;/ba-mitte/_assets/gedenktafeln/id-394_karl-liebknecht.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-394_liebknecht.pdf
307;"Badeanstalt; Berliner Verein für Volksbäder";;;;10115;Gartenstraße;5;Windfang rechts an der Wand;Mitte;;Marmortafel mit vergoldeter Inschrift;/ba-mitte/_assets/gedenktafeln/id-307_volksbaeder.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-307_volksbaeder.pdf
157;Bankhaus Mendelssohn & Co.;"Joseph und Abraham Mendelssohn; Bankiers";;;10117;Jägerstraße;51;An der Hausfront;Mitte;24.11.1997;Bronzetafel;/ba-mitte/_assets/gedenktafeln/id-157_joseph-und-abraham-mendelssohn.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-157_mendelssohnbank.pdf
233;Bau und Erbauer der U-Bahn;;;;10179;U - Bahnhof Klosterstraße;;Ausgang Strahlauer Straße;Mitte;Jul 13;Eisengusstafel;/ba-mitte/_assets/gedenktafeln/id-233_u-bahn-erbauer.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-233_u-bahn-erbauer.pdf
194;"Bauakademie; Karl Friedrich Schinkel";"Karl Friedrich Schinkel; Architekt und preußischer Baumeister";13.03.1781, Neuruppin;09.10.1841, Berlin;10117;Schinkelplatz;;Früher Unterwasserstraße 2, am Musterpfeiler;Mitte;;Emaille-Infotafel;;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-194_bauakademie.pdf
676;"Baum des Jahres; Rette den Wald";;;;10559;Alt-Moabit;86 b;ggü. Alt-Moabit Ecke Stromstraße, im Kleinen Tiergarten, Richtung Kirche;Moabit;;Findling mit Gravur;/ba-mitte/_assets/gedenktafeln/id-676_rette-die-baeume.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-676_rette-die-baeume.pdf
757;"Baumpflanzung; Ernst Reuter";"Ernst Reuter; Politiker; Kommunalwissenschaftler; Regierender Bürgermeister";29.07.1884, Apenrade;25.09.1953, Berlin;10557;Großer Stern;;Hofjägerallee, östliche Seite, Rand Gehweg;Tiergarten;29.07.1954;Stein-Bodentafel;/ba-mitte/_assets/gedenktafeln/id-757_reuter-ernst_baumpflanzung.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-757_reuter-linde.pdf
758;"Baumspende der Stadt Bremen; Bremer Weg";;;;10557;Straße des 17. Juni;;Eingang S-Bahnhof Tiergarten, Bremer Weg;Tiergarten;1950;Steinstele;/ba-mitte/_assets/gedenktafeln/id-758_bremer-weg.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-758_bremer-weg.pdf
648;Benennung Hanne Sobek Sportanlage;"Hanne Sobek; Fußballspieler und -trainer";18.03.1900, Mirow;17.02.1989, Berlin;13359;Osloer Straße;42;Rechte Wand neben dem Eingang;Gesundbrunnen;1989;Metalltafel;/ba-mitte/_assets/gedenktafeln/id-648_sobek-hanne_sportanlage.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-648_hanne-sobek.pdf
589;"Berlin-Brandenburgische Akademie der Wissenschaften; Domestikenhaus";;;;10117;Jägerstraße;;Jägerstraße Ecke Markgrafenstraße, an der Hausecke zum Gendarmenmarkt;Mitte;;Acrylglas-Infotafel;/ba-mitte/_assets/gedenktafeln/id-589_domestikenhaus.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-589_akademie-der-wissenschaften.pdf
313;Berlin-Zitat von Adolf Glasbrenner;"Adolf Glasbrenner; Humorist und Satiriker";27.03.1810, Berlin;25.09.1876, Berlin;10117;Gendarmenmarkt;;Rechts neben der Freitreppe im Pflaster;Mitte;;Stein-Bodentafel;/ba-mitte/_assets/gedenktafeln/id-313_glassbrenner-adolf.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-313_glasbrenner.pdf
314;Berlin-Zitat von Albert Lortzing;"Albert Lortzing; Tonkünstler, Komponist und Kapellmeister; Zitat 1850";23.10.1803, Berlin;21.01.1851, Berlin;10117;Gendarmenmarkt;;Rechts neben der Freitreppe im Pflaster;Mitte;;Stein-Bodentafel;/ba-mitte/_assets/gedenktafeln/id-314_lortzing-albert.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-314_lortzing.pdf
311;Berlin-Zitat von Friedrich von Schiller;"Friedrich von Schiller; Dichter";10.11.1759, Marbach;09.05.1805, Weimar;10117;Gendarmenmarkt;;Links neben der Freitreppe im Pflaster;Mitte;;Stein-Bodentafel;/ba-mitte/_assets/gedenktafeln/id-311_schiller-friedrich-von.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-311_schiller.pdf
312;Berlin-Zitat von Georg Foster;"Georg Foster; Weltumsegler, Naturforscher, Essayist, Reiseschriftsteller und Demokrat";27.11.1754, Nassenhuben bei Danzig;10.01.1794, Paris;10117;Gendarmenmarkt;;Rechts neben der Freitreppe im Pflaster;Mitte;;Stein-Bodentafel;/ba-mitte/_assets/gedenktafeln/id-312_forster-georg.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-312_foerster.pdf
315;Berlin-Zitat von Georg W. F. Hegel;"Georg Wilhelm Friedrich Hegel; Philosoph";27.08.1770, Stuttgart;14.11.1831, Berlin;10117;Gendarmenmarkt;;Rechts neben der Freitreppe im Pflaster;Mitte;;Stein-Bodentafel;/ba-mitte/_assets/gedenktafeln/id-315_hegel-georg-w-f.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-315_hegel.pdf
309;Berlin-Zitat von Ludwig van Beethoven;"Ludwig van Beethoven; Komponist";getauft 17.12.1770, Bonn;26.03.1827, Wien;10117;Gendarmenmarkt;;Links neben der Freitreppe im Pflaster;Mitte;;Stein-Bodentafel;/ba-mitte/_assets/gedenktafeln/id-309_beethoven-johann-ludwig-van.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-309_beethoven.pdf
310;Berlin-Zitat von Otto Nagel;"Otto Nagel; Maler; Präsident der Akademie der Künste der DDR";27.09.1894, Berlin;12.07.1967, Berlin;10117;Gendarmenmarkt;;Links neben der Freitreppe im Pflaster;Mitte;;Stein-Bodentafel;/ba-mitte/_assets/gedenktafeln/id-310_nagel-otto.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-310_nagel.pdf
45;Berliner Aquarium;"Alfred Edmund Brehm; Zoologe und Schriftsteller";02.02.1829, Unterrenthendorf;11.11.1884, Unterrenthendorf;10117;Unter den Linden;62 bis 68;Rechts vom Eingang;Mitte;08.05.1999;Bronzetafel;/ba-mitte/_assets/gedenktafeln/id-45_alfred-edmund-brehm.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-45_brehm.pdf
103;"Berliner Asyl; Verein für Obdachlose; Wiesenburg";;;;13357;Wiesenstraße;55;Hinten auf dem Grundstück links am Haus;Gesundbrunnen;16 06.1989;KPM - Berliner Gedenktafel;/ba-mitte/_assets/gedenktafeln/id-103_berliner-asyl-wiesenburg_1.jpg;/ba-mitte/_assets/gedenktafeln/id-103_berliner-asyl-wiesenburg_2.jpg;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-103_wiesenburg.pdf
164;"Berliner Erinnerungen; Fleischermeister der ältesten koscheren Fleischerei";"Selmar Kaufmann; Fleischermeister";unbekannt;unbekannt;10119;Gipsstraße;11;Links vom Eingang;Mitte;;Messingtafel mit schwarzer Inschrift;/ba-mitte/_assets/gedenktafeln/id-164_kaufmann-selmar.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-164_selmar-kaufmann.pdf
461;Berliner Mauer;markiert den Verlauf der äußeren Mauer zu West-Berlin;;;;57 Standorte;;Fahrbahn oder Gehweg;Mitte;;Bronzeband;/ba-mitte/_assets/gedenktafeln/id-461_berliner-mauer.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-461_berliner-mauer.pdf
761;Berliner Psychoanalytisches Institut;"Karl Abraham; Ernst Simmel; Max Eitingon";;;10785;Potsdamer Straße;74;Ganz links vom Eingang vor letztem Fenster;Tiergarten;24.09.2008;Acrylglastafel;/ba-mitte/_assets/gedenktafeln/id-761_berliner-psychoanalytisches-institut.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-761_berliner-psychoanalytisches-institut.pdf
209;Berliner Rathaus;"Herrmann Waesemann; Architekt; Erbauer des Rathauses";06.06.1813, Danzig;28.01.1879, Berlin;10178;Rathausstraße;15;Links vom Haupteingang;Mitte;1993;Acrylglas-Infotafel;/ba-mitte/_assets/gedenktafeln/id-209_berliner-rathaus.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-209_berliner-rathaus.pdf
9;Berliner Scheunenviertel (1672-1933);;;;10178;Rosa-Luxemburg-Platz;1;Links neben der Volksbühne;Mitte;01.09.1995;Infokasten;/ba-mitte/_assets/gedenktafeln/id-9_scheunenviertel.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-9_scheunenviertel.pdf
487;Berliner Stadtmauer;;;;10179;Littenstraße;;Gegenüber Nr. 12, auf Grünstreifen;Mitte;;Bronze-Infotafel;/ba-mitte/_assets/gedenktafeln/id-487_berliner-stadtmauer.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-487_stadtmauer.pdf
196;Besuch des amerikanischen Bürgerrechtlers Dr. Martin Luther King am 13.09.1964;"Martin Luther King, Dr.; Baptistenpastor und amerikanischer Bürgerrechtler";15.01.1929, Atlanta;04.04.1968, Memphis, Tennessee;10117;Albrechtstraße;8;Rechts an der Hausecke zur Marienstraße;Mitte;;Acrylglastafel;/ba-mitte/_assets/gedenktafeln/id-196_luther-king-martin.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-196_martin-luther-king.pdf
763;"Besuch des französischen Staatspräsidenten; 750 Jahre Berlin";;;;10785;Derfflingerstraße;7;Französisches Gymnasium;Tiergarten;1987;;;;;;
769;Botschaft des Königreichs Norwegen;;;;10787;Rauchstraße;11;Rechter Pfosten Gartentor;Tiergarten;;Emaille-Infotafel;/ba-mitte/_assets/gedenktafeln/id-769_norwegisches-botschaftsbuero.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-769_norwegisches-botschaftsbuero.pdf
58;Brandenburger Tor (1789-1989);;;;10117;Platz des 18. März;;Früher Platz vor dem Brandenburger Tor, links vorm Tor;Mitte;22.12.2000;Infokasten;/ba-mitte/_assets/gedenktafeln/id-58_brandenburger-tor_1.jpg;/ba-mitte/_assets/gedenktafeln/id-58_brandenburger-tor_2.jpg;;;
643;Bunkeranlage Volkspark Humboldthain;;;;13357;Humboldthain;;Humboldthöhe, Wand zwischen den Freitreppen des Plateaus;Gesundbrunnen;Feb 90;Bronze-Infotafel;/ba-mitte/_assets/gedenktafeln/id-643_humboldthain-bunkeranlagen.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-643_bunker-humboldthain.pdf
773;Canisius-Kolleg;;;;10785;Tiergartenstraße;30 bis 31;Am Rande der Straße;Tiergarten;;Edelstahlstele;/ba-mitte/_assets/gedenktafeln/id-773_canisius-kolleg.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-773_canisius-kolleg.pdf
396;Delitzsch-Denkmal;"Herman Schulze-Delitzsch; Sozialreformer, Jurist und Politiker; Gründer der Genossenschaftsbewegung";29.08.1808, Delitzsch;29.04.1883, Potsdam;10179;Schulze-Delitzsch-Platz;;Am Denkmalsockel;Mitte;06.05.1992;Bronzetafel;;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-396_delitzsch.pdf
776;Den Opfern von Intoleranz, Terror und Krieg;;;;10785;Derfflingerstraße;7;Französisches Gymnasium, Eingangsbereich links hinter der Pförtnerloge;Tiergarten;1986;Bronzetafel;/ba-mitte/_assets/gedenktafeln/id-776_den-opfern-von-intoleranz-terror-und-krieg.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-776_collegianerverein.pdf
537;Den unbekannten Opfern an der Berliner Mauer;;;;10557;Spreeplatz vor dem Paul-Löbe-Haus;;Platzseite;Tiergarten;17.06.2003;Mauerkreuz;/ba-mitte/_assets/gedenktafeln/id-537_den-unbekannten-opfern-an-der-mauer.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-537_den-unbekannten-opfern.pdf
746;Den Verfolgten 1933-1945;;;;13353;Augustenburger Platz;1;Campus Rudolf Virchow, Mittelallee ganz am Ende;Wedding;;Bronzetafel am Skulptursockel;/ba-mitte/_assets/gedenktafeln/id-746_den-verfolgten-von-1933-1945.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-746_den-verfolgten.pdf
680;Denkmal Judenverfolgung und Deportationen;;;;10555;Levetzowstraße;7 bis 8;An der Mauer Ecke Jagowstraße;Moabit;1987;Bronzetafel;/ba-mitte/_assets/gedenktafeln/id-680_deportation_levetzowstr.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-680_synagoge-deportation.pdf
618;Denkmalsockel Karl Liebknecht;"Karl Liebknecht; Rechtsanwalt; Politiker; Mitbegründer Spartakusbund und KPD";13.08.1871, Leipzig;15.01.1919, Berlin;10785;Potsdamer Platz;10;Denkmal nicht vollendet, Grundstein 1995 entfernt, 2002 erneut aufgestellt;Tiergarten;2002;Grundstein eines Denkmals mit roter Inschrift;/ba-mitte/_assets/gedenktafeln/id-618_grundstein-liebknecht.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-618_grundstein-denkmal-liebknecht.pdf
515;Deportationsmahnmal Putlitzstraße;;;;10551;Putlitzbrücke;;Neben dem Denkmal am Geländer;Moabit;Mrz 93;Edelstahltafel;/ba-mitte/_assets/gedenktafeln/id-515_mahnmal-putlitzstrasse.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-515_mahnmal-putlitzstrasse.pdf
778;"Deutsch-Französicher Freundschaftsvertrag (Elysée-Vertrag); 22.01.1963 Paris";;;;10785;Klingelhöferstraße;;Klingelhöferstraße Ecke Tiergartenstraße, am Gehweg;Tiergarten;23.01.2003;Bronzetafel auf Beton;/ba-mitte/_assets/gedenktafeln/id-778_deutsch-franzoesischer-freundschaftsvertrag.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-778_freundschaftsvertrag.pdf
598;Dorotheenstadt;;;;10117;Dorotheenstraße;;Dorotheenstraße Ecke Am Kupfergraben, am Straßenrand;Mitte;;Infokasten;/ba-mitte/_assets/gedenktafeln/id-598_dorotheenstadt.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-598_dorotheenstadt.pdf
377;Ein Meter;;;;10178;Rathausstraße;15;Rechts vom Tor Spandauer Straße neben der Treppe;Mitte;;Metalltafel;;;;;
288;Eiserne Brücke;;;;10178;Bodestraße;3;Spreekanal, Brüstung der Brücke;Mitte;1916;Schwarze Inschrift in Stein - Infotext;/ba-mitte/_assets/gedenktafeln/id-288_eiserne-bruecke.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-288_eiserne-bruecke.pdf
780;"Elizabeth II.; Besuch in Berlin am 27.05.1987";;;;10787;Olof-Palme-Platz;;Brüstung Pflanzenbeet zur Budapester Straße;Tiergarten;1987;Bronzetafel;/ba-mitte/_assets/gedenktafeln/id-780_elisabeth-ii.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-780_besuch-elizabeth-ii.pdf
498;Enteignung jüdischer Bürger durch die Vermögensverwertungsstelle;;;;10557;Elisabeth-Abegg-Straße;1;"Vormals Alt-Moabit 143-145; jetzt am Straßenrand rechts neben Feuerwache";Moabit;Jun 01;KPM - Berliner Gedenktafel;/ba-mitte/_assets/gedenktafeln/id-498_enteignung-juedischer-buerger.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-498_vermoegensverwertungsstelle.pdf
364;Ephraim-Palais;;;;10178;Poststraße;16;Rechts der Treppe vor dem Haus;Mitte;19.05.1987;Bronzetafel;;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-364_ephraim-palais.pdf
673;Erinnerung an das Gotteshaus des Synagogenvereins Moabit und Hansabezirk;;;;10555;Lessingstraße;6;Im Vorgarten Ecke Flensburger Straße;Hansaviertel;;Bronzetafel;/ba-mitte/_assets/gedenktafeln/id-673_synagogenverein-moabit.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-673_synagogenverein-moabit.pdf
8;Erinnerung an geheimes Treffen von Vertretern der SPD und KPD am 22.06.1944;Julius Leber, Adolf Reichwein, Franz Jacob, Anton Saefkow, Ferdinand Thomas;;;10179;Köpenicker Straße;76;Köpenicker Straße Ecke Brückenstraße, an der Brandmauer, rechts vom U-Bahneingang;Mitte;19.07.1995;Eisengusstafel;/ba-mitte/_assets/gedenktafeln/id-8_treffen-spd-kpd.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-8_spd-kpd-1944.pdf
246;Erinnerung an Ständige Vertretung der Bundesrepublik bei der DDR (1974-1990);;;;10115;Hannoversche Straße;30;Am Haus zwischen 2 Fenstern;Mitte;Jun 11;Messingtafel mit schwarzer Inschrift;/ba-mitte/_assets/gedenktafeln/id-246_staendige-vertretung.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-246_staendige-vertretung.pdf
522;Ermordete Widerstandskämpfer des 20. Juli 1944;;;;10785;Stauffenbergstraße;13 bis 14;Im Hof links an der Wand;Tiergarten;15.11.2001;Bronzetafel;/ba-mitte/_assets/gedenktafeln/id-522_widerstandskaempfer-des-20-juli-1944.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-522_widerstandskaempfer-20-juli.pdf
257;Ermordung der kommunistischen Politiker Rosa Luxemburg und Karl Liebknecht;"Rosa Luxemburg, Politikerin; Karl Liebknecht, Rechtsanwalt und Politiker";"05.03.1871, Zamosc, Polen; 13.08.1871, Leipzig";"15.01.1919, Berlin; 15.01.1919, Berlin";10787;Katharina-Heinroth-Ufer;;Unterhalb der Liechtensteinbrücke links an der Wand;Tiergarten;1987;Bronzetafel;/ba-mitte/_assets/gedenktafeln/id-257_ermordung-luxemburg-und-liebknecht.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-257_ermordung-luxemburg-liebknecht.pdf
528;Errichtung Gedenkstätte Berliner Mauer;;;;10115;Bernauer Straße;2;Bernauer Straße Ecke Ackerstraße, vor dem Eingang zur Gedenkstätte;Mitte;;Inschrift in der Metallwand;/ba-mitte/_assets/gedenktafeln/id-528_gedenkstaette-berliner-mauer.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-528_gedenkstaette-berliner-mauer.pdf
384;Errichtung gemeinnützige Augen-Heilanstalt;"Julius Hirschberg; Augenarzt, Hochschullehrer und Medizinhistoriker; ""Hirschberg-Test""";18.09.1843, Potsdam;17.02.1925, Berlin;10117;Reinhardtstraße;34;Zwischen dem 1. und 2. Fenster links vom Eingang;Mitte;25.09.1999;Bronzetafel;/ba-mitte/_assets/gedenktafeln/id-384_hirschberg-julius.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-384_julius-hirschberg.pdf
7;Erste Berliner Volksbadeanstalt (1880);"James Henry Simon; Unternehmer und Förderer der Museen";17.09.1851, Berlin;23.05.1932, Berlin;10115;Gartenstraße;5;Stadtbad, rechts vom Eingang;Mitte;08.06.1995;KPM - Berliner Gedenktafel;/ba-mitte/_assets/gedenktafeln/id-7_simon-james-henry.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-7_simon-james-henry.pdf
65;Erste Blindenschule Preußens (gegr. 13.10.1806);"Johann August Zeune; Pädagoge, Geograph und Germanist";12.05.1778, Wittenberg;14.11.1853, Berlin;10119;Gipsstraße;11;Links vom Eingang;Mitte;13.10.2001;Bronzetafel;/ba-mitte/_assets/gedenktafeln/id-65_zeune-johann-august.jpg;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-65_zeune.pdf
217;Erste Homosexuelle Emanzipationsbewegung;"Magnus Hirschfeld, Dr.; Karl Heinrich Ulrichs; Anita Augspurg";;;10557;Magnus-Hirschfeld-Ufer;;Uferpromenade;Moabit;02.09.2011;2 Metall-Infostelen;/ba-mitte/_assets/gedenktafeln/id-217_homosexuelle-emanzipationsbewegung_1.jpg;/ba-mitte/_assets/gedenktafeln/id-217_homosexuelle-emanzipationsbewegung_2.jpg;/ba-mitte/_assets/gedenktafeln/id-217_homosexuelle-emanzipationsbewegung_3.jpg;/ba-mitte/_assets/gedenktafeln/id-217_homosexuelle-emanzipationsbewegung_4.jpg;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-217_homosexuelle-emanzipationsbewegung.pdf
373;Erste Sitzung der Stadtverordneten-Versammlung am 06.01.1870;;;;10178;Rathausstraße;15;Eingang Jüdenstraße, im Innenhof unterhalb der 1. Etage;Mitte;06.01.1870;Bronzetafel;;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-373_erste-sitzung-stadtverordnete.pdf
374;Erste Sitzung des Deutschen Reichstages am 17.04.1871;;;;10178;Rathausstraße;15;Eingang Jüdenstraße, im Innenhof unterhalb der 1. Etage;Mitte;17.04.1871;Bronzetafel;;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-374_erste-reichstagsversammlung.pdf
372;Erste Sitzung des Magistrats am 30.06.1865;;;;10178;Rathausstraße;15;Eingang Jüdenstraße, im Innenhof unterhalb der 1. Etage;Mitte;30.06.1865;Bronzetafel;;;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-372_erste-magistratssitzung.pdf
203;"Erstes Altenheim der Jüdischen Gemeinde zu Berlin; ab 1942 Gestapo-Sammellager für Juden";;;;10115;Große Hamburger Straße;26;Mit Magen David (Davidstern) am Mauersockel;Mitte;;Bronzetafel;/ba-mitte/_assets/gedenktafeln/id-203_erstes-altenheim-der-juedischen-gemeinde_1.jpg;/ba-mitte/_assets/gedenktafeln/id-203_erstes-altenheim-der-juedischen-gemeinde_2.jpg;;;/kunst-und-kultur-mitte/geschichte/erinnerungskultur/gedenktafel-datenbank/id-203_erstes-altenheim-der-juedischen-gemeinde.pdf
